1905,enam belas        ,nembelas
1906,enam puluh        ,sewidak
1907,enau              ,enau
1908,encer             ,cuwer
1909,encok             ,encok
1910,endapan           ,endepan
1911,mengendapkan      ,menepake
1912,endap             ,ndingklik
1913,engah             ,krenggosan
1914,enggan            ,wegah
1915,engkau            ,kowe
1916,engkol            ,engkol
1917,engkong           ,embah
1918,engsel            ,engsel
1919,enom              ,enom
1920,entah             ,embuh
1921,sebentar          ,mengko
1922,angkat            ,ngentas
1923,enteng            ,entheng
1924,enyah             ,lungas
1925,mengenyahkan      ,nggusah
1926,eram              ,angrem
1927,mengerami         ,ngangremi
1928,erang             ,ngengremi
1929,mengerang         ,sambat
1930,erat              ,kenceng
1931,ereksi            ,ngaceng
1932,seret             ,geret
1933,ercis             ,kacang kapri
1934,eru               ,cemara
1935,es                ,es
1936,esa               ,esa
1937,sah               ,sah
1938,esok              ,sesuk
1939,keesokannya       ,esuke
1940,etika             ,subasita
1941,mengeyel          ,ngeyel
1942,faedah            ,guna
1943,faham             ,paham
1944,fajar             ,fajar
1945,fakir miskin      ,fakir miskin
1946,fakta             ,kenyataan
1947,faktur            ,paktur
1948,fakultas          ,fakultas
1949,famili            ,keluarga
1950,fana =            ,ora langgeng
1951,fanatik           ,panatik
1952,faraj             ,parji
1953,farak             ,sejen
1954,fardu             ,wajib
1955,farmasi           ,farmasi
1956,fasih             ,apal
1957,fasilitas         ,kelonggaran
1958,fatihah           ,fatihah
1959,fatwa             ,nasehat
1960,feodal            ,peodal
1961,fertil            ,subur
1962,film              ,filem
1963,filsafat          ,palsapah
1964,filter            ,saringan
1965,finis             ,finis
1966,firasat           ,firasat
1967,firdaus           ,suwarga
1968,firman            ,firman
1969,fisik             ,jasmani
1970,fitnah            ,pitenah
1971,formal            ,resmi
1972,formulir          ,formulir
1973,foto              ,potret
1974,foya-foya         ,royal
1975,frustasi          ,kecewa
1976,fulus             ,duit
1977,fungsi            ,kalungguhan
1978,berfungsi         ,migunani
1979,gabah             ,gabah
1980,gabuk             ,ora isi
1981,gabung            ,kumpul
1982,gabus             ,gabus
1983,gada              ,gada
1984,gadai             ,gadhe
1985,bergadang         ,lek-lekan
1986,gading            ,gadhing
1987,gadis             ,prawan
1988,gaduh             ,ribut
1989,gandok            ,ruang tamu
1990,gerak             ,obah
1991,habis             ,entek
1992,dihabiskan        ,dientekake
1993,menghabisi        ,mungkasi
1994,menghabiskan      ,ngrampukake
1995,penghabisan       ,pungkasan
1996,kehabisan         ,keentekan
1997,hablur            ,jedhelan
1998,hadang            ,adhang
1999,menghadang        ,ngadhang
2000,hadap             ,adhep
2001,menghadap         ,ngadhep
2002,menghadapi        ,ngadhepi
2003,dihadapkan        ,diadhepake
2004,berhadapan        ,arep-arepan
2005,terhadap          ,marang
2006,hadiah            ,hadiah
2007,berhadiah         ,ana hadiahe
2008,hadir             ,ana
2009,hadirin           ,para rawuh
2010,menghadiri        ,nekani
2011,hafal             ,apal
2012,menghafalkan      ,ngapalake
2013,hafalan           ,apalan
2014,hai               ,he
2015,haid              ,haid
2016,hajar             ,digebug
2017,hajat             ,kajat
2018,berhajat          ,duwe kajat
2019,hajatan           ,kajatan
2020,hajat besar       ,ngising
2021,hajat kecil       ,nguyuh
2022,haji              ,kaji
2023,hak               ,hak
2024,hak sepatu        ,tungkak sepatu
2025,hakikat           ,hekekat
2026,hakiki            ,bener
2027,hakim             ,hakim
2028,menghakimi        ,mutusi prakara
2029,hal               ,hal
2030,halal             ,halal
2031,menghalalkan      ,ngalalake
2032,halaman           ,latar
2033,halaman           ,halaman
2034,halang            ,alang
2035,menghalangi       ,ngalangi
2036,halangan          ,alangan
2037,terhalang         ,kepalang
2038,penghalang        ,aling-aling
2039,halau             ,gusah
2040,dihalau           ,digusah
2041,menghalau         ,nggusah
2042,halilintar        ,kilat
2043,halimun           ,kabut
2044,halte             ,halte
2045,haluan            ,tujuan
2046,sehaluan          ,setujuan
2047,halus             ,alus
2048,hama              ,ama
2049,hendak            ,badhe
2050,hujan             ,jawah
2051,hari              ,dina
2052,hidup             ,urip
2053,iya               ,injih
2054,mengiakan         ,ngiyani
2055,ia                ,dheweke
2056,ialah             ,yaiku
2057,iba               ,mesakake
2058,beriba-iba        ,nrenyuhake
2059,ibadah            ,ibadah
2060,beribadat         ,ngibadah
2061,ibarat            ,umpama
2062,mengibaratkan     ,ngibartake
2063,iblis             ,iblis
2064,ibu               ,emak
2065,identik           ,podo
2066,ikal              ,brintik
2067,ikan              ,iwak
2068,iklan             ,pariworo
2069,ikut              ,melu
2070,ingat             ,eling
2071,ingin             ,pingin
2072,ini               ,iki
2073,injak             ,pedek
2074,intip             ,injen
2075,isap              ,sedot
2076,istirahat         ,ngaso
2077,itik              ,bebek
2078,itu               ,iku
2079,jambret           ,ngrampas
2080,jabang bayi       ,jabang bayi
2081,jabar             ,nerangake
2082,jabat             ,jabat
2083,jabatan           ,jabatan
2084,jabat tangan      ,salaman
2085,jadah h           ,jadah
2086,jadi              ,dadi
2087,jadi-jadian       ,gawean
2088,kejadian          ,kedadean
2089,menjadikan        ,ndadekake
2090,menjadi-jadi      ,saya ndadi
2091,terjadi           ,dumadi
2092,jalan             ,dalan
2093,jam               ,tabuh
2094,jadul             ,kuno
2095,jajan             ,jajan
2096,jajanan           ,tetedhan
2097,membeli jajanan   ,njajan
2098,jari              ,dirji
2099,jahit             ,dondom
2100,jahitan           ,dondoman
2101,menjahit          ,ndondomi
2102,jauh              ,adoh
2103,jenaka            ,lucu
2104,jarum             ,dom
2105,kabar             ,kabar
2106,kaki              ,sikil
2107,kamu              ,kowe
2108,kepala            ,sirah
2109,kakek             ,embah
2110,keluar            ,metu
2111,kemari            ,rene
2112,keringat          ,riwe
2113,kemarin           ,wingi
2114,kecil             ,cilik
2115,main              ,dolan
2116,mainan            ,dolanan
2117,makan             ,mangan
2118,malam             ,wengi
2119,mandi             ,adus
2120,masih             ,teksih
2121,masuk             ,mlebu
2122,mati              ,seda
2123,mengikuti         ,nderek
2124,memberi           ,nyaosi
2125,orang             ,tiyang
2126,paesan            ,paesan
